Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000112527,Gm35696,Gene Expression,0.01838999615906115,0.0011646172867414428,0.002428019075483276,7,0.0020619307344223337,7
ENSMUSG00000036469,March1,Gene Expression,0.018381887187495442,0.0028432844975498917,0.005717567699195838,644,0.2137255704056517,522
ENSMUSG00000027070,Lrp2,Gene Expression,0.018358872004206495,0.0018672823553917972,0.0038200186800721927,19,0.006138620337559878,19
ENSMUSG00000032422,Snx14,Gene Expression,0.018353978920436314,0.002908985718112822,0.005847543504611991,2697,0.8682478364855127,1529
ENSMUSG00000085492,Trmt61b,Gene Expression,0.01833823903594629,0.00291874401150638,0.005866084819023307,877,0.27413985465573293,670
ENSMUSG00000046275,Trarg1,Gene Expression,0.01833483982184494,0.002212301535753358,0.004496925950013934,35,0.012446975685264941,31
ENSMUSG00000000791,Il12rb1,Gene Expression,0.018329288178688903,0.002553726444399551,0.005155605383381692,50,0.02241661544674205,49
ENSMUSG00000023143,Nagpa,Gene Expression,0.01832842946334355,0.0029049495887121246,0.005839965059776738,473,0.1619435708828029,418
ENSMUSG00000059555,Tor4a,Gene Expression,0.018325398605324356,0.002554720762479201,0.005157138417700358,53,0.01773360813556011,53
ENSMUSG00000050234,Gja4,Gene Expression,0.018322937128935454,0.002864649118972773,0.00575947453625844,332,0.12434787007265116,272
ENSMUSG00000030759,Far1,Gene Expression,0.0183227798905382,0.0029573883956959257,0.005942663910750698,3208,1.0407435583552365,1673
ENSMUSG00000108063,Gm3279,Gene Expression,0.01832093825907694,0.0020234327860739754,0.00412792324765663,21,0.006778233897319347,20
ENSMUSG00000032612,Usp4,Gene Expression,0.018318927300075134,0.002962776116780974,0.005952945165436251,3427,1.1235184900000468,1768
ENSMUSG00000036961,Wnt8b,Gene Expression,0.01831861614504521,0.0007488229632199861,0.0015844900433544273,9,0.0024034851569407732,8
ENSMUSG00000028165,Cisd2,Gene Expression,0.018317824963913158,0.002964711094208372,0.005956287762634285,3846,1.2285346537642576,1861
ENSMUSG00000074652,Myh7b,Gene Expression,0.01831781350444632,0.0029173836445599566,0.005863887693630631,344,0.114581148420328,311
ENSMUSG00000035273,Hpse,Gene Expression,0.01829937593668152,0.0024930898518240596,0.005035504661607277,40,0.015952881832268173,39
ENSMUSG00000025078,Nhlrc2,Gene Expression,0.018286276342948923,0.0029897507615688212,0.006004945046273248,666,0.24283158720273962,565
ENSMUSG00000038456,Dennd2a,Gene Expression,0.018283439740679988,0.0029977003270538205,0.0060198101078229,771,0.261791684456542,614
ENSMUSG00000029647,Pan3,Gene Expression,0.018279170535816795,0.0030081338978691363,0.0060396570549148985,884,0.2871601098761297,705
ENSMUSG00000041058,Wwp1,Gene Expression,0.01827730415339669,0.003023095872789705,0.00606858709638387,1852,0.6261008878981199,1220
ENSMUSG00000028657,Ppt1,Gene Expression,0.0182769626198162,0.0030259229465470217,0.006073151312523828,5845,1.8992298220882364,2183
ENSMUSG00000040557,Mettl27,Gene Expression,0.018273496265496902,0.0029975307299494602,0.0060198101078229,531,0.1644721132125535,438
ENSMUSG00000029233,Srd5a3,Gene Expression,0.01826670825959032,0.0030226369667432085,0.006068220871036923,1318,0.44559935723692784,956
ENSMUSG00000056305,Usp39,Gene Expression,0.018258097096383066,0.003055342249283388,0.0061305153148844575,1928,0.6182705450035432,1250
ENSMUSG00000073394,Runx2os1,Gene Expression,0.01825528035307621,0.0028506701962498493,0.005731894479432754,121,0.036626258316770306,107
ENSMUSG00000032649,Colgalt2,Gene Expression,0.01824905904344648,0.002974669619664194,0.005975201197218761,221,0.0740292627032949,202
ENSMUSG00000021893,Capn7,Gene Expression,0.018247363686309543,0.0030691586936026916,0.006157112162131932,1406,0.4318451296125025,997
ENSMUSG00000016495,Plgrkt,Gene Expression,0.01823482983268089,0.0030889507524061166,0.006196251148287503,1401,0.44285820093889056,1007
ENSMUSG00000004451,Ralb,Gene Expression,0.01822255187434111,0.003100909942790997,0.006219672149713935,982,0.34556706257397135,777
ENSMUSG00000026578,Ccdc181,Gene Expression,0.01822240064883118,0.0031066363285858767,0.006230588521210838,1315,0.40146378798176496,905
ENSMUSG00000032305,Fam219b,Gene Expression,0.0182155256524004,0.0031163460980696556,0.006249491138102409,1182,0.3859856966294001,901
ENSMUSG00000028268,Gbp3,Gene Expression,0.018213867310763427,0.0030434414958273592,0.0061071948612099755,318,0.11589502938006642,272
ENSMUSG00000017428,Psmd11,Gene Expression,0.018209824439998256,0.003134274234950052,0.006284295714160838,2620,0.8826612675660065,1540
ENSMUSG00000020818,Mfsd11,Gene Expression,0.018209185589652076,0.0031318136939924024,0.006279935937277475,1762,0.5699958459075875,1194
ENSMUSG00000030846,Tial1,Gene Expression,0.018206931991101835,0.0031388777137826285,0.006292950944447836,3327,1.0887001836420986,1751
ENSMUSG00000043068,Fam89a,Gene Expression,0.01820653346263887,0.0029545127925210135,0.005937429159773276,111,0.044591607498344066,104
ENSMUSG00000020288,Ahsa2,Gene Expression,0.018197229709654414,0.0031512227659200587,0.006316546893988983,1680,0.538954384323706,1133
ENSMUSG00000027198,Ext2,Gene Expression,0.018196445749692113,0.003154572661330235,0.006322684261121115,2124,0.6837196767396978,1332
ENSMUSG00000108720,Gm44672,Gene Expression,0.018192551069937137,0.000830610662471587,0.0017511356671394546,6,0.0012530571516534703,6
ENSMUSG00000117322,6330415G19Rik,Gene Expression,0.01817264332723586,0.0030684916866026146,0.006156336748559487,169,0.04645497440085426,157
ENSMUSG00000112160,BC024063,Gene Expression,0.018172391141817998,0.0029723440757911668,0.005971076342626791,119,0.037186340018014366,111
ENSMUSG00000032582,Rbm6,Gene Expression,0.01815974553894088,0.003213704653879601,0.006437674860637343,1996,0.6487548475412573,1280
ENSMUSG00000027667,Zfp639,Gene Expression,0.018153843551420988,0.003220278888564465,0.006449078588056701,1517,0.4911694604208204,1071
ENSMUSG00000023908,Pkmyt1,Gene Expression,0.018153475412610677,0.0031613328556485687,0.006335076677497529,295,0.10046174621131915,276
ENSMUSG00000052291,5330438D12Rik,Gene Expression,0.018144557578341516,0.003218290941777946,0.006445685544400413,644,0.19565749137999697,546
ENSMUSG00000027883,Gpsm2,Gene Expression,0.018143925564324537,0.003206885907536927,0.006424601933600585,554,0.1938257190754921,466
ENSMUSG00000038507,Parp12,Gene Expression,0.018143755413354248,0.0031990950803459928,0.006409578997582309,470,0.1605271131708503,397
ENSMUSG00000068263,Efcc1,Gene Expression,0.018143030772020535,0.00302633679042863,0.006073426553270367,114,0.03366419562991021,107
ENSMUSG00000051256,Jagn1,Gene Expression,0.018137955802870673,0.0032526616159049837,0.006512147204916399,3105,0.9784945224536205,1617
ENSMUSG00000055817,Mta3,Gene Expression,0.018125465563189294,0.0032616533901215217,0.006528958528023463,1425,0.49353799676457966,1016
ENSMUSG00000073125,Xlr3b,Gene Expression,0.018114442342455635,0.003159145699109356,0.006331271817910085,149,0.04718092545397986,136
ENSMUSG00000087593,Gm16174,Gene Expression,0.018099084672395852,0.001755688693101387,0.003599440605724112,12,0.004343634031078625,11
ENSMUSG00000027947,Il6ra,Gene Expression,0.018096193748171122,0.003187683299029853,0.006387297857440775,184,0.06570302248765239,166
ENSMUSG00000028397,Kdm4c,Gene Expression,0.018087532289831926,0.0033229295492795963,0.006649191419193897,953,0.2978456033733915,730
ENSMUSG00000031731,Ap1g1,Gene Expression,0.01808348672879903,0.003345056556753212,0.006690417930032463,3149,1.02390993753325,1677
ENSMUSG00000016018,Mtrex,Gene Expression,0.01808330302826615,0.003344847676281848,0.006690417930032463,2890,0.9299907364231722,1605
ENSMUSG00000006005,Tpr,Gene Expression,0.018077309601054734,0.003354135210357434,0.006706742619307217,3946,1.3370335284728243,1917
ENSMUSG00000021947,Cryl1,Gene Expression,0.01807378651972607,0.0033502200820980654,0.006700134904963137,1288,0.41082607857425324,892
ENSMUSG00000022228,Zscan26,Gene Expression,0.018071574699295337,0.0033625299629720384,0.006722303502802921,1682,0.5548091178341279,1180
ENSMUSG00000032126,Hmbs,Gene Expression,0.018071502071818752,0.003357197143622148,0.006712253607702909,1334,0.4227962813653794,952
ENSMUSG00000030693,Klk10,Gene Expression,0.018071178070240765,0.0020514379316147746,0.004181557500094046,27,0.007926390655459298,25
ENSMUSG00000116852,1700102H20Rik,Gene Expression,0.018068356414841894,0.003024167160698532,0.006070182442631192,79,0.02881545163488958,75
ENSMUSG00000033276,Stk36,Gene Expression,0.018062508966559875,0.003232308412373097,0.006472578901849932,157,0.05335385956512817,143
ENSMUSG00000044957,Pp2d1,Gene Expression,0.018058268813948928,0.003140651592714372,0.006295932213762695,94,0.02853235969804299,91
ENSMUSG00000026009,Icos,Gene Expression,0.018056750263666974,0.0012514055844274896,0.0026000663737787743,9,0.0023894702221994267,9
ENSMUSG00000026709,Dars2,Gene Expression,0.018056658205030385,0.0033740275650804286,0.006744060743643596,858,0.2732881823461055,689
ENSMUSG00000033400,Agl,Gene Expression,0.01805342518941342,0.0033919415523793184,0.006778632899314728,1550,0.5483530752767265,1109
ENSMUSG00000100553,Gm17751,Gene Expression,0.018050947698522512,0.002409739178464987,0.004877477427898192,19,0.005219265175721624,19
ENSMUSG00000054702,Ap1s3,Gene Expression,0.01804865912199949,0.003215664393978024,0.006441012756289802,116,0.0374923748553487,114
ENSMUSG00000027222,Pex16,Gene Expression,0.018046510385121953,0.003407386476705243,0.006808259060282511,2118,0.6880790981595848,1359
ENSMUSG00000030403,Vasp,Gene Expression,0.018041268148233622,0.003394877230288973,0.006783882040023003,695,0.23771707072343354,588
ENSMUSG00000028348,Cavin4,Gene Expression,0.018031581779101125,0.0021886619515116834,0.004451347403051329,19,0.00715950464875154,17
ENSMUSG00000018932,Map2k3,Gene Expression,0.018029674984673186,0.003336450800291546,0.006675638889298007,547,0.19653422293529096,464
ENSMUSG00000033191,Tie1,Gene Expression,0.01802880118406184,0.003354021046816147,0.006706742619307217,403,0.15451765580981536,322
ENSMUSG00000026110,Mgat4a,Gene Expression,0.018017011826447795,0.003450333596924482,0.006892816248192906,1175,0.38047703937426114,865
ENSMUSG00000036019,Tmtc2,Gene Expression,0.018012726425190834,0.003430118073235233,0.006853054941693076,578,0.21677358844265587,472
ENSMUSG00000044243,Bhlha9,Gene Expression,0.01801096611824789,0.003363440174308563,0.006723510781957982,225,0.06984951293864423,203
ENSMUSG00000091586,Cyp4f17,Gene Expression,0.01800302132875081,0.00325643971685885,0.006519116686002818,116,0.042243130181710685,109
ENSMUSG00000111232,A730043L09Rik,Gene Expression,0.018002738118722633,0.0019390104682524,0.003961588082255602,13,0.003983577117842353,13
ENSMUSG00000040420,Cdh18,Gene Expression,0.018002424018925135,0.0033896604449736856,0.006774691049601841,216,0.07072491311108907,195
ENSMUSG00000031563,Wwc2,Gene Expression,0.01800100831121506,0.00348470513995891,0.006959580811370165,1648,0.5624333782372654,1146
ENSMUSG00000000056,Narf,Gene Expression,0.01799631174720655,0.003495044010664472,0.006977689738955293,2295,0.7638024974238969,1421
ENSMUSG00000029552,Tes,Gene Expression,0.017988958075888038,0.003292181040140063,0.006589465771478593,88,0.028066479315286975,86
ENSMUSG00000021733,Slc4a7,Gene Expression,0.01798408080765692,0.003493246135290562,0.006974734778813112,698,0.20939072676876863,543
ENSMUSG00000097098,9330111N05Rik,Gene Expression,0.017983830155955085,0.002483419305192802,0.0050168955664681835,20,0.00816742232776368,20
ENSMUSG00000059182,Skap2,Gene Expression,0.01798254525711481,0.0034908980818297852,0.0069713148938296745,715,0.24470564153575447,594
ENSMUSG00000030298,Sec13,Gene Expression,0.017977976565562576,0.0035299090777394238,0.007044733073950047,4067,1.3110947416067436,1861
ENSMUSG00000005465,Il27ra,Gene Expression,0.017968889664175144,0.0022699854984742363,0.004609057512119427,17,0.005426217118351483,17
ENSMUSG00000027639,Samhd1,Gene Expression,0.017965987103015123,0.0035223458351523185,0.0070302781427442245,645,0.2320788574119241,542
ENSMUSG00000022451,Twf1,Gene Expression,0.017963202272502417,0.003555036539997447,0.007090367743426076,2682,0.927138622943158,1554
ENSMUSG00000075307,Klhl41,Gene Expression,0.01796210255653938,0.002748264784633747,0.005533589923669949,36,0.01141044245112617,31
ENSMUSG00000011832,Evi5l,Gene Expression,0.017959871201021688,0.0035628277173733736,0.007104615750761168,3521,1.1811322893818537,1776
ENSMUSG00000028104,Polr3gl,Gene Expression,0.017952470006421372,0.003562286862438313,0.007104182658882295,919,0.2863508663744645,708
ENSMUSG00000038708,Golga4,Gene Expression,0.017949751042431503,0.003579718342715532,0.007137000445477629,2298,0.7745411324340953,1436
ENSMUSG00000026342,Slc35f5,Gene Expression,0.017943354792865452,0.0035800478036880357,0.007137009013909963,1099,0.35100188632737933,832
ENSMUSG00000032712,Resf1,Gene Expression,0.017941255045287926,0.003553599793932216,0.00708879050050152,475,0.1714679018160244,413
ENSMUSG00000040356,Skiv2l,Gene Expression,0.017935593404374714,0.0036066815806834462,0.00718814619217479,3023,0.9811725187388753,1667
ENSMUSG00000043501,Lgals2,Gene Expression,0.017932989019287825,0.003003568089242181,0.006031041623893206,39,0.013892490289359525,38
ENSMUSG00000041515,Irf8,Gene Expression,0.01792945310814957,0.003519327123929772,0.007024891873693577,272,0.09805143064214297,241
ENSMUSG00000028145,Them4,Gene Expression,0.017923619950643732,0.0036249018507199526,0.007223803406705307,1844,0.5906896349834069,1177
ENSMUSG00000027618,Nfs1,Gene Expression,0.017920701959233225,0.0036336296262144963,0.007239224531703911,2371,0.74337772761942,1407
ENSMUSG00000022555,Dgat1,Gene Expression,0.017920346264794024,0.003628862675436606,0.007231040114676174,1495,0.47338853463044267,1049
ENSMUSG00000024146,Cript,Gene Expression,0.017919993254249113,0.003632775921854181,0.007238180710673331,6510,2.1116547438010196,2249
ENSMUSG00000022829,Stxbp5l,Gene Expression,0.01791620869546147,0.0035959513315626523,0.007168062462670844,431,0.1575993393548869,391
ENSMUSG00000041625,Ggact,Gene Expression,0.01790945005449347,0.003646980295718638,0.007265163415386494,1328,0.45353985106299644,977
ENSMUSG00000002129,Sf3a1,Gene Expression,0.017908020506239915,0.003658381622463791,0.007286553378535186,3486,1.1183731809427153,1737
ENSMUSG00000003283,Hck,Gene Expression,0.01790696366923796,0.0035318172796880987,0.007047259770170371,208,0.07449123790254526,194
ENSMUSG00000018669,Cdk5rap3,Gene Expression,0.01789996721230658,0.0036707419915504857,0.007310508662783923,2503,0.8314227685526451,1489
ENSMUSG00000017421,Zfp207,Gene Expression,0.01789915707339104,0.003674418811654645,0.007315176280907738,4007,1.2870795978134073,1858
ENSMUSG00000038954,Supt3,Gene Expression,0.017890347259669086,0.0036789502482874603,0.007323533375626833,983,0.31407460874743826,782
ENSMUSG00000118210,Gm50394,Gene Expression,0.017890224109129823,0.003342109174703456,0.006686350767985248,70,0.020912328770286145,69
ENSMUSG00000022100,Xpo7,Gene Expression,0.01788578617355067,0.003699581271326302,0.007362599449119686,2799,0.8916771013679068,1539
ENSMUSG00000034501,Pcnx4,Gene Expression,0.017881184519089415,0.0037026736131511306,0.007368085506351239,1587,0.4983318326575005,1062
ENSMUSG00000052415,Tchh,Gene Expression,0.017876012402275,0.0036010592529356344,0.007177592584697079,186,0.056687169133946745,171
ENSMUSG00000028394,Pole3,Gene Expression,0.01787378567458014,0.0037175808171403535,0.007395738362676845,1764,0.5682028017190264,1180
ENSMUSG00000020009,Ifngr1,Gene Expression,0.017870826092196503,0.003714291193757102,0.007389863797296468,1187,0.41597408805341773,882
ENSMUSG00000018651,Tada2a,Gene Expression,0.017869441688022274,0.0037131058774588777,0.0073881752247615725,881,0.2757723677178882,689
ENSMUSG00000109511,Nup62,Gene Expression,0.01786612796222757,0.0037286128569535837,0.00741701319533027,1325,0.40349738612766833,939
ENSMUSG00000025857,Dnaaf5,Gene Expression,0.01785957067018836,0.0036733312107690708,0.007313674414474813,298,0.09324551238964485,261
ENSMUSG00000032458,Copb2,Gene Expression,0.017854330537251106,0.0037585865127620632,0.007475282291465615,4975,1.5905186775583904,2041
ENSMUSG00000024992,Pde6c,Gene Expression,0.017846890562273864,0.0020799377612366055,0.0042376825323848745,13,0.0043343520654136125,12
ENSMUSG00000019841,Rev3l,Gene Expression,0.017840884618540453,0.0037691788194638143,0.007494990569705677,1195,0.4074413194318803,897
ENSMUSG00000001157,Gmcl1,Gene Expression,0.01783972845641941,0.003771561850149041,0.007499049827785244,1698,0.5737465279175519,1148
ENSMUSG00000042810,Krba1,Gene Expression,0.01783461954158917,0.003785079744860198,0.007524564380032287,1133,0.3508735205707226,846
ENSMUSG00000028057,Rit1,Gene Expression,0.017831435261596834,0.003801761001975601,0.007556559908529793,2735,0.8784858748267426,1539
ENSMUSG00000063903,Klk1,Gene Expression,0.017821594922349304,0.0017819749523435569,0.003650603717471414,12,0.004230270886459655,11
ENSMUSG00000028910,Mecr,Gene Expression,0.01779398175811851,0.0038648032624652995,0.007676793376276096,1095,0.36235218492249044,861
ENSMUSG00000023912,Slc25a27,Gene Expression,0.017792831027090925,0.003871297926217876,0.007688998116238907,1511,0.4864663786648566,1027
ENSMUSG00000020325,Fstl3,Gene Expression,0.01778919736166988,0.0036989373972289297,0.007361985575968242,117,0.03473859262322744,114
ENSMUSG00000034639,Setmar,Gene Expression,0.017786243672849956,0.003819449314140577,0.007589452561657752,350,0.10481430362790184,300
ENSMUSG00000047454,Gphn,Gene Expression,0.01777347194364522,0.003916586818035528,0.007777541307252492,3628,1.1854645129136445,1786
ENSMUSG00000039656,Rxrb,Gene Expression,0.01777107659054278,0.003920980196887802,0.007784857018678459,4102,1.3398330044272142,1900
ENSMUSG00000042451,Mybph,Gene Expression,0.017763210011526705,0.00276781648769453,0.005571423705833386,17,0.005084874355294124,17
ENSMUSG00000041135,Ripk2,Gene Expression,0.017758057323755905,0.0038495414781125614,0.007648554893011009,260,0.08369171222961824,234
ENSMUSG00000020910,Adprm,Gene Expression,0.01775573642098274,0.003918399891770896,0.0077804377803943735,968,0.3076256536452531,743
ENSMUSG00000099760,Gm28800,Gene Expression,0.0177532841311916,0.003648432177947303,0.007267396122494359,73,0.02308867883214845,72
ENSMUSG00000035919,Bbs9,Gene Expression,0.01775061867980198,0.003929939022361939,0.0078012328481344125,604,0.1912022076729963,519
ENSMUSG00000024727,Trpm6,Gene Expression,0.017743607821866007,0.0038171769092658625,0.007585623900541096,178,0.060014858020761064,163
ENSMUSG00000030801,Kat8,Gene Expression,0.017734524695709884,0.003988182174316401,0.007914702580838219,1500,0.48145168484397516,1047
ENSMUSG00000045316,Fahd1,Gene Expression,0.01773355108024584,0.003989934892688618,0.007917465053758474,1545,0.4957289695478107,1060
ENSMUSG00000079179,Rab10os,Gene Expression,0.017727243912412427,0.003999745262520671,0.007936214858711464,1353,0.44525506849573765,983
ENSMUSG00000054061,Gm9934,Gene Expression,0.01772026041178683,0.002394704438705375,0.004849282011730259,11,0.0025469879232041877,11
ENSMUSG00000041130,Zfp598,Gene Expression,0.01771897149836987,0.004018674850478465,0.007972333179062891,1331,0.42722829136311047,988
ENSMUSG00000037652,Phc3,Gene Expression,0.01771418248320901,0.004027788100501528,0.007988968102106274,1291,0.43334764736871045,983
ENSMUSG00000023051,Tarbp2,Gene Expression,0.017705910168497846,0.004039203354856635,0.008009438471022522,1207,0.38515098106409734,891
ENSMUSG00000033703,Fcsk,Gene Expression,0.017702087057206058,0.004037771016956793,0.008007321652618778,768,0.24366258355315848,637
ENSMUSG00000033196,Myh2,Gene Expression,0.01769857834854167,0.0035489379132966903,0.007080134362747597,45,0.014344241153472926,44
ENSMUSG00000007880,Arid1a,Gene Expression,0.017698529962346037,0.004064989428961718,0.008058386287597611,5157,1.7345139286515678,2126
ENSMUSG00000071847,Apcdd1,Gene Expression,0.017691780618094826,0.004060241389246988,0.008050428026430183,968,0.35131167992477497,723
ENSMUSG00000002871,Tpra1,Gene Expression,0.017690784689508514,0.004078606387056594,0.008083190211242002,1801,0.5679849000879065,1189
ENSMUSG00000021365,Nedd9,Gene Expression,0.017683940970937208,0.004017361843828615,0.007970448803235494,383,0.13723446503646455,342
ENSMUSG00000046756,Mrps7,Gene Expression,0.0176822404614737,0.00409786188677197,0.008119152423971652,5743,1.877458471456616,2185
ENSMUSG00000004100,Ppan,Gene Expression,0.0176736695368442,0.004107535226576031,0.008137583779052018,1213,0.3940206924337221,907
ENSMUSG00000097063,Pantr2,Gene Expression,0.01767105669067367,0.0039663846368369615,0.007872156288446917,168,0.05374970028021651,155
ENSMUSG00000019897,Ccdc59,Gene Expression,0.017667566213904373,0.004128770211963673,0.008178914926208543,2411,0.7666901751131084,1411
ENSMUSG00000066800,Rnasel,Gene Expression,0.017662700037959098,0.004069640385570672,0.008066149252563723,344,0.11358902361931242,309
ENSMUSG00000079555,Haus3,Gene Expression,0.01766260938340847,0.00406350531584887,0.008056171816237634,359,0.12436576268094386,313
ENSMUSG00000026083,Eif5b,Gene Expression,0.017655350565860314,0.004154723868514676,0.008225873551328578,4687,1.5822906530625553,2012
ENSMUSG00000002983,Relb,Gene Expression,0.017652711234270375,0.004079377276527518,0.008083988068120485,355,0.11618429578842383,321
ENSMUSG00000073791,Efcab7,Gene Expression,0.01765057671795249,0.004031311345814581,0.00799523382391653,193,0.0576987633115587,179
ENSMUSG00000074918,Inafm2,Gene Expression,0.017648384262838993,0.004167056244580358,0.008248058211948262,2216,0.7542301831077206,1393
ENSMUSG00000092607,Scnm1,Gene Expression,0.017632590300656933,0.004203291567990375,0.008316780548618114,3491,1.1323398591617986,1769
ENSMUSG00000035378,Shq1,Gene Expression,0.017632014280969437,0.004131683676404707,0.00818394774960806,336,0.10062987831608056,298
ENSMUSG00000044496,2510039O18Rik,Gene Expression,0.017629316269327715,0.004205278635341703,0.008319212326914379,1658,0.5368552618444107,1156
ENSMUSG00000032846,Zswim6,Gene Expression,0.01762527562474912,0.004202866507243774,0.008316689232554417,1064,0.3515423201505562,806
ENSMUSG00000024168,Tmem204,Gene Expression,0.017614193628322918,0.00420406520976524,0.008317561500733482,586,0.2202029868730221,482
ENSMUSG00000020812,Snhg16,Gene Expression,0.01760810974467533,0.004192607011066718,0.00829713563122382,381,0.1122713017449581,335
ENSMUSG00000025909,Sntg1,Gene Expression,0.017600918638890187,0.004240588802376877,0.00838755371932685,710,0.23959254554801002,571
ENSMUSG00000043301,Kcnj6,Gene Expression,0.01760020551959196,0.004087247475671241,0.008098853014670764,179,0.06472742112705378,171
ENSMUSG00000027613,Eif6,Gene Expression,0.01759961976155488,0.004273099042962025,0.008448049981442397,5137,1.672750440000676,2073
ENSMUSG00000021022,Ppp2r3c,Gene Expression,0.017599245955303985,0.004274194289165312,0.008448693304474912,2580,0.8431285160606338,1533
ENSMUSG00000031578,Mak16,Gene Expression,0.017597101525956824,0.0042746755679279325,0.008448883749702854,1708,0.5466350231518667,1144
ENSMUSG00000024807,Syvn1,Gene Expression,0.017594493362898728,0.004280969660198419,0.008460562135034676,1959,0.6293112366425884,1270
ENSMUSG00000071665,Foxr2,Gene Expression,0.01759288440442173,0.0037663681124984194,0.007490080067158449,58,0.01848864787407288,55
ENSMUSG00000001225,Slc26a3,Gene Expression,0.017592552965908743,0.002375985080899534,0.004812707321951262,14,0.005134526308268397,13
ENSMUSG00000098120,Gm5914,Gene Expression,0.017589924931393275,0.004274122326188623,0.008448693304474912,924,0.2869806135579616,696
ENSMUSG00000028894,Inpp5b,Gene Expression,0.01758454097305836,0.004285808229065102,0.008469362097753662,1178,0.40148383576972213,891
ENSMUSG00000045555,Mettl24,Gene Expression,0.01758410971883473,0.003929535452464883,0.007801137269007934,65,0.021383840683971034,65
ENSMUSG00000097908,4933404O12Rik,Gene Expression,0.017570652034898073,0.004298513043998309,0.008493703889333713,507,0.16258806454823052,449
ENSMUSG00000054484,Tmem62,Gene Expression,0.017569397046251337,0.004334176129840772,0.008561089981450243,1700,0.5508030639105657,1165
ENSMUSG00000026311,Asb1,Gene Expression,0.01756213579016465,0.004350547016786166,0.008591107194911341,1836,0.596793803870668,1208
ENSMUSG00000057469,E2f6,Gene Expression,0.017559484387152303,0.004355209219290224,0.008599540046257747,1638,0.5174685984717121,1109
ENSMUSG00000060376,Bckdha,Gene Expression,0.017559248726517228,0.004359903764096895,0.0086072609928191,3626,1.2647847305946485,1834
ENSMUSG00000021731,Mrps30,Gene Expression,0.017558221186845857,0.004359768330932212,0.0086072609928191,1909,0.6038505711273503,1225
ENSMUSG00000055775,Myh8,Gene Expression,0.017554761588088837,0.0035549710229165754,0.007090367743426076,38,0.01165435552160614,34
ENSMUSG00000019143,Hars2,Gene Expression,0.01755384099124927,0.004347953793023551,0.008586758844976958,955,0.3119250186092186,762
ENSMUSG00000056050,Mia3,Gene Expression,0.017548194773671998,0.004384035762573291,0.00865256730084715,4961,1.602320777057751,2028
ENSMUSG00000042888,Prr30,Gene Expression,0.01754384290498141,0.0033429887393867652,0.006687500896901213,23,0.008326817072955737,22
ENSMUSG00000027671,Actl6a,Gene Expression,0.017543459054479904,0.004368509209753846,0.008623474111420736,748,0.24734169326826336,618
ENSMUSG00000018126,Baiap2l2,Gene Expression,0.017542457212470847,0.00423330885123141,0.008373909154260834,219,0.07059116656305114,193
ENSMUSG00000046854,Pip5kl1,Gene Expression,0.017542084185260817,0.004251853706573661,0.0084083193986472,201,0.06690268929816015,183
ENSMUSG00000002763,Pex6,Gene Expression,0.017535818329936823,0.0044121352636739,0.008706460208790652,3715,1.2464925947617784,1851
ENSMUSG00000062248,Cks2,Gene Expression,0.017533848959400397,0.00431034626651261,0.008516319218983283,289,0.09353243782039534,255
ENSMUSG00000020523,Fam114a2,Gene Expression,0.01753167250454636,0.004413074820204033,0.008707531394162022,1379,0.4440526832931276,952
ENSMUSG00000103409,Lsmem2,Gene Expression,0.017530232753895897,0.003772620233249979,0.007500474773514837,36,0.013067850090889767,35
ENSMUSG00000090129,Olfr287,Gene Expression,0.017529126466893842,0.004262270450252403,0.008427400604683362,187,0.07428557150467184,177
ENSMUSG00000021461,Fancc,Gene Expression,0.017525026971258982,0.0043977715700500575,0.008678896618506448,564,0.18863467160637198,482
ENSMUSG00000031387,Renbp,Gene Expression,0.01751528067452809,0.004330105252006611,0.00855381875405392,245,0.08562306553604715,215
ENSMUSG00000061068,Mcpt4,Gene Expression,0.01751186110515449,0.0003617595427449771,0.0007862422223694923,10,0.0022485940571119116,4
ENSMUSG00000042354,Gnl3,Gene Expression,0.017504070998829346,0.004476865782758743,0.008828636753438604,1628,0.5173440191016956,1101
ENSMUSG00000044716,Dok7,Gene Expression,0.017503980707672152,0.004466503269090261,0.00880978435058071,1006,0.35042982548419355,790
ENSMUSG00000023104,Rfc2,Gene Expression,0.017502433291792505,0.004486853914966282,0.008845949571507673,3068,0.993274107981001,1662
ENSMUSG00000069743,Zfp820,Gene Expression,0.017500074536056363,0.003738011059472024,0.007435034412718754,40,0.011804362041117756,38
ENSMUSG00000100691,2010320M18Rik,Gene Expression,0.01749950319734175,0.004485737438357784,0.008844542852543567,1390,0.44678372175835307,995
ENSMUSG00000018761,Mpdu1,Gene Expression,0.017499082002919875,0.004493933947266937,0.008858316677913067,4419,1.4456719079202391,1952
ENSMUSG00000108461,AV356131,Gene Expression,0.017494538341949025,0.004453117652062355,0.008784171775421644,481,0.1489235276360469,409
ENSMUSG00000036672,Cenpt,Gene Expression,0.01749130054728131,0.004488099915740396,0.008847611375119987,841,0.26964111890180964,681
ENSMUSG00000025927,Tfap2b,Gene Expression,0.01748808341043181,0.0026258844818503047,0.005296410447723979,11,0.004267816315788374,11
ENSMUSG00000036718,Micall2,Gene Expression,0.017484829705641605,0.004379571523880577,0.008644533756983343,181,0.06583187593744798,175
